,电影,票房占比,综合票房,场均人次,排片占比,上座率
4121,小时代4：灵魂尽头,0.6%,107.61,12,1.7%,33.0%
4122,栀子花开,0.4%,81.69,9,1.8%,30.9%
4123,放心去飞,0.2%,39.48,123,<0.1%,100%
4124,憨哥进城,0.2%,39.42,124,<0.1%,100%
4125,小时代4：灵魂尽头（含纪录片《最好的我们》）,0.2%,37.61,12,0.6%,100%
4126,命中注定,0.1%,23.38,18,0.2%,16.8%
4127,通灵之六世古宅,<0.1%,14.09,28,<0.1%,23.2%
4128,道士下山,<0.1%,11.57,7,0.2%,32.5%
4129,猪猪侠之终极决战,<0.1%,5.61,8,0.1%,23.7%
4130,西藏天空,<0.1%,4.54,109,<0.1%,--
4131,再次出发之纽约遇见你,<0.1%,3.92,18,<0.1%,38.2%
4132,旋风九日,<0.1%,2.55,44,<0.1%,40.7%
4133,邓小平登黄山,<0.1%,1.74,47,<0.1%,74.9%
4134,爱情魔发师,<0.1%,1.61,2,0.3%,7.3%
4135,罪恶赎金,<0.1%,1.59,3,0.2%,12.2%
4136,亲，别怕,<0.1%,1.52,4,<0.1%,9.6%
4137,王化买父,<0.1%,1.42,35,<0.1%,90.4%
4138,三只小猪与神灯,<0.1%,1.25,20,<0.1%,64.1%
4139,李三娘,<0.1%,1.13,39,<0.1%,100%
4140,横冲直撞好莱坞,<0.1%,1.11,17,<0.1%,40.2%
4141,捉妖记,43.2%,7925.23,47,28.1%,49.5%
4142,煎饼侠,25.4%,4663.27,38,23.0%,50.9%
4143,西游记之大圣归来,11.4%,2098.91,36,10.2%,52.8%
4144,命中注定,9.8%,1802.66,21,17.0%,29.4%
4145,赛尔号大电影5：雷神崛起,3.8%,713.47,18,7.4%,28.3%
4146,通灵之六世古宅,2.4%,449.37,18,4.1%,31.6%
4147,模仿游戏,1.1%,208.58,25,1.4%,48.3%
4148,奥拉星：进击圣殿,0.6%,119.36,6,3.7%,9.5%
4149,小羊肖恩,0.6%,110.90,19,1.2%,42.8%
4150,小时代4：灵魂尽头,0.2%,53.79,13,0.7%,46.6%
4151,憨哥进城,0.2%,40.71,119,<0.1%,100%
4152,放心去飞,0.2%,40.68,127,<0.1%,100%
4153,栀子花开,0.1%,27.30,8,0.6%,37.5%
4154,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,15.69,12,0.2%,100%
4155,王朝的女人·杨贵妃,<0.1%,9.18,152,<0.1%,100%
4156,猪猪侠之终极决战,<0.1%,4.41,11,<0.1%,46.0%
4157,西藏天空,<0.1%,4.08,142,<0.1%,--
4158,邓小平登黄山,<0.1%,3.81,55,<0.1%,88.4%
4159,道士下山,<0.1%,3.74,5,0.1%,29.4%
4160,再次出发之纽约遇见你,<0.1%,3.29,24,<0.1%,88.6%
4161,旋风九日,<0.1%,2.72,36,<0.1%,100%
4162,狼图腾,<0.1%,1.52,35,<0.1%,100%
4163,守梦者,<0.1%,1.25,2,0.2%,2.6%
4164,三只小猪与神灯,<0.1%,1.22,20,<0.1%,81.9%
4165,我是路人甲,<0.1%,1.01,16,<0.1%,100%
4166,捉妖记,45.6%,12059.71,66,29.4%,69.9%
4167,煎饼侠,24.4%,6468.24,49,23.7%,66.8%
4168,西游记之大圣归来,14.4%,3802.86,55,11.8%,79.5%
4169,命中注定,5.8%,1533.85,22,13.1%,33.5%
4170,赛尔号大电影5：雷神崛起,4.4%,1163.35,26,7.9%,40.9%
4171,模仿游戏,1.4%,377.49,39,1.6%,75.3%
4172,小羊肖恩,1.2%,317.31,40,1.5%,89.1%
4173,通灵之六世古宅,1.1%,308.94,14,4.0%,24.8%
4174,奥拉星：进击圣殿,0.5%,143.20,8,3.4%,13.0%
4175,小时代4：灵魂尽头,0.2%,67.75,15,0.8%,54.3%
4176,放心去飞,0.1%,40.00,127,<0.1%,100%
4177,憨哥进城,0.1%,39.92,121,<0.1%,100%
4178,栀子花开,0.1%,36.54,10,0.6%,45.5%
4179,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,15.82,13,0.2%,100%
4180,猪猪侠之终极决战,<0.1%,7.76,15,0.1%,60.2%
4181,道士下山,<0.1%,4.86,7,0.1%,46.5%
4182,再次出发之纽约遇见你,<0.1%,3.81,31,<0.1%,100%
4183,我是路人甲,<0.1%,2.47,18,<0.1%,100%
4184,通道转兵,<0.1%,1.59,65,<0.1%,--
4185,三只小猪与神灯,<0.1%,1.50,20,<0.1%,83.8%
4186,守梦者,<0.1%,1.39,2,0.1%,4.5%
4187,罪恶赎金,<0.1%,1.05,3,0.1%,24.6%
4188,汽车人总动员,<0.1%,1.05,3,0.1%,19.2%
4189,捉妖记,48.1%,12601.72,68,30.1%,71.8%
4190,煎饼侠,22.8%,5963.97,45,24.1%,61.0%
4191,西游记之大圣归来,14.8%,3888.41,52,13.0%,73.8%
4192,命中注定,4.8%,1259.91,21,11.2%,33.4%
4193,赛尔号大电影5：雷神崛起,4.0%,1056.09,25,7.6%,39.4%
4194,模仿游戏,1.5%,400.22,38,1.8%,69.1%
4195,小羊肖恩,1.3%,353.45,39,1.7%,81.8%
4196,通灵之六世古宅,0.9%,250.48,12,3.8%,21.8%
4197,奥拉星：进击圣殿,0.5%,133.41,9,2.9%,14.8%
4198,小时代4：灵魂尽头,0.2%,67.23,15,0.8%,49.9%
4199,放心去飞,0.1%,40.00,125,<0.1%,100%
4200,憨哥进城,0.1%,39.92,124,<0.1%,100%
4201,栀子花开,0.1%,39.42,10,0.7%,43.9%
4202,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,15.22,13,0.2%,100%
4203,猪猪侠之终极决战,<0.1%,9.72,18,0.1%,51.1%
4204,巴黎假期,<0.1%,5.98,150,<0.1%,--
4205,道士下山,<0.1%,5.17,7,0.1%,40.7%
4206,谜城,<0.1%,4.36,125,<0.1%,--
4207,三只小猪与神灯,<0.1%,2.01,29,<0.1%,100%
4208,拳霸风云,<0.1%,1.73,55,<0.1%,100%
4209,守梦者,<0.1%,1.73,4,0.1%,8.5%
4210,李三娘,<0.1%,1.24,43,<0.1%,100%
4211,王化买父,<0.1%,1.21,31,<0.1%,85.6%
4212,西藏天空,<0.1%,1.06,133,<0.1%,--
4213,汽车人总动员,<0.1%,1.03,3,0.1%,18.4%
4214,男人制造,<0.1%,1.01,202,<0.1%,100.0%
4215,通道转兵,<0.1%,1.00,48,<0.1%,--
4216,捉妖记,50.9%,6700.80,38,30.6%,40.3%
4217,煎饼侠,22.7%,2995.02,24,24.4%,32.2%
4218,西游记之大圣归来,12.9%,1702.11,24,13.3%,34.4%
4219,命中注定,4.6%,609.58,12,10.1%,19.3%
4220,赛尔号大电影5：雷神崛起,2.5%,329.63,9,6.8%,14.7%
4221,模仿游戏,1.9%,252.81,23,2.1%,38.7%
4222,通灵之六世古宅,1.3%,171.75,9,3.7%,16.5%
4223,小羊肖恩,0.7%,104.78,13,1.7%,27.0%
4224,小时代4：灵魂尽头,0.3%,42.56,10,0.8%,33.8%
4225,奥拉星：进击圣殿,0.3%,42.12,4,2.2%,7.0%
4226,憨哥进城,0.3%,40.49,124,<0.1%,100%
4227,放心去飞,0.3%,40.00,122,<0.1%,100%
4228,危机行动,0.1%,24.44,3,1.7%,6.5%
4229,栀子花开,0.1%,21.41,6,0.7%,27.2%
4230,道士下山,0.1%,14.31,16,0.1%,89.9%
4231,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,10.02,10,0.2%,32.1%
4232,巴黎假期,<0.1%,5.67,171,<0.1%,100%
4233,西藏天空,<0.1%,4.52,163,<0.1%,--
4234,谜城,<0.1%,2.39,204,<0.1%,100%
4235,猪猪侠之终极决战,<0.1%,2.25,5,0.1%,14.8%
4236,守梦者,<0.1%,1.76,4,0.1%,14.2%
4237,我是路人甲,<0.1%,1.34,35,<0.1%,89.3%
4238,西游超级粉,<0.1%,1.06,8,<0.1%,100%
4239,捉妖记,51.2%,6422.28,36,31.1%,38.4%
4240,煎饼侠,22.4%,2809.81,23,24.3%,30.8%
4241,西游记之大圣归来,13.2%,1665.23,23,14.0%,32.5%
4242,命中注定,4.4%,558.20,12,9.3%,20.3%
4243,赛尔号大电影5：雷神崛起,2.2%,280.84,9,6.3%,13.7%
4244,模仿游戏,2.1%,271.92,22,2.3%,37.4%
4245,通灵之六世古宅,1.2%,160.77,9,3.6%,16.7%
4246,小羊肖恩,0.8%,101.57,12,1.7%,24.8%
4247,小时代4：灵魂尽头,0.3%,41.60,10,0.8%,30.1%
4248,放心去飞,0.3%,39.59,123,<0.1%,100%
4249,憨哥进城,0.3%,39.15,120,<0.1%,100%
4250,奥拉星：进击圣殿,0.2%,32.24,4,1.8%,6.6%
4251,道士下山,0.1%,21.48,18,0.1%,90.0%
4252,栀子花开,0.1%,20.36,6,0.7%,24.9%
4253,危机行动,0.1%,18.69,3,1.4%,6.2%
4254,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,9.48,10,0.2%,32.8%
4255,我是路人甲,<0.1%,6.08,61,<0.1%,92.9%
4256,等爱归来,<0.1%,3.47,2,0.7%,3.6%
4257,西藏天空,<0.1%,2.92,122,<0.1%,--
4258,巴黎假期,<0.1%,2.61,104,<0.1%,71.3%
4259,邓小平登黄山,<0.1%,2.42,61,<0.1%,96.3%
4260,猪猪侠之终极决战,<0.1%,2.34,5,0.1%,13.6%
4261,破风,<0.1%,1.62,121,<0.1%,--
4262,守梦者,<0.1%,1.49,5,<0.1%,15.2%
4263,西游超级粉,<0.1%,1.48,12,<0.1%,100%
4264,旋风九日,<0.1%,1.41,26,<0.1%,66.2%
4265,捉妖记,49.9%,5525.74,31,31.1%,33.4%
4266,煎饼侠,21.9%,2435.29,20,24.2%,27.2%
4267,西游记之大圣归来,13.5%,1501.39,20,14.1%,29.4%
4268,命中注定,4.4%,489.44,11,9.0%,18.4%
4269,模仿游戏,2.4%,274.70,21,2.5%,34.5%
4270,赛尔号大电影5：雷神崛起,2.1%,235.44,8,6.0%,12.2%
4271,通灵之六世古宅,1.2%,137.39,8,3.5%,15.2%
4272,谜城,0.8%,99.00,42,0.4%,37.7%
4273,小羊肖恩,0.8%,92.58,11,1.8%,22.6%
4274,王朝的女人·杨贵妃,0.5%,65.06,20,0.6%,18.4%
4275,小时代4：灵魂尽头,0.3%,37.10,9,0.8%,26.8%
4276,奥拉星：进击圣殿,0.2%,26.75,4,1.7%,6.0%
4277,憨哥进城,0.2%,25.62,121,<0.1%,100%
4278,放心去飞,0.2%,25.60,127,<0.1%,100%
4279,栀子花开,0.1%,18.36,6,0.7%,22.8%
4280,道士下山,0.1%,13.68,16,0.1%,81.9%
4281,危机行动,0.1%,12.93,3,1.2%,5.5%
4282,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,7.85,8,0.1%,28.9%
4283,旋风九日,<0.1%,4.88,92,<0.1%,100%
4284,巴黎假期,<0.1%,4.44,186,<0.1%,92.0%
4285,我是路人甲,<0.1%,3.17,44,<0.1%,100%
4286,等爱归来,<0.1%,2.68,1,0.6%,3.0%
4287,西藏天空,<0.1%,2.63,110,<0.1%,--
4288,猪猪侠之终极决战,<0.1%,2.33,5,0.1%,17.1%
4289,邓小平登黄山,<0.1%,2.31,59,<0.1%,100%
4290,守梦者,<0.1%,1.99,7,<0.1%,17.4%
4291,王化买父,<0.1%,1.17,88,<0.1%,--
4292,医缘,<0.1%,1.00,167,<0.1%,76.3%
4293,捉妖记,31.5%,4281.63,38,19.6%,45.7%
4294,谜城,21.9%,2978.14,30,20.8%,38.1%
4295,王朝的女人·杨贵妃,20.9%,2844.07,24,24.7%,27.8%
4296,煎饼侠,10.1%,1374.28,24,10.9%,43.8%
4297,西游记之大圣归来,7.0%,958.17,21,8.6%,33.7%
4298,太平轮·彼岸,4.6%,628.15,17,6.6%,25.2%
4299,模仿游戏,0.8%,111.70,26,0.7%,54.5%
4300,赛尔号大电影5：雷神崛起,0.7%,100.43,10,2.0%,18.3%
4301,命中注定,0.5%,68.07,10,1.2%,21.2%
4302,小羊肖恩,0.4%,54.36,14,0.8%,29.3%
4303,通灵之六世古宅,0.2%,32.87,6,1.1%,18.1%
4304,放心去飞,0.1%,24.97,125,<0.1%,100%
4305,憨哥进城,0.1%,24.86,126,<0.1%,100%
4306,迷城,0.1%,21.70,21,0.2%,--
4307,道士下山,<0.1%,10.45,33,<0.1%,100%
4308,小时代4：灵魂尽头,<0.1%,7.94,8,0.1%,29.2%
4309,奥拉星：进击圣殿,<0.1%,7.71,5,0.3%,10.7%
4310,巴黎假期,<0.1%,4.75,15,<0.1%,23.5%
4311,栀子花开,<0.1%,3.78,4,0.1%,25.4%
4312,旋风九日,<0.1%,2.82,72,<0.1%,100%
4313,滚蛋吧！肿瘤君,<0.1%,2.34,209,<0.1%,--
4314,邓小平登黄山,<0.1%,2.09,38,<0.1%,--
4315,危机行动,<0.1%,1.99,2,0.3%,11.6%
4316,王化买父,<0.1%,1.60,68,<0.1%,94.8%
4317,医缘,<0.1%,1.40,234,<0.1%,85.8%
4318,西藏天空,<0.1%,1.35,74,<0.1%,88.0%
4319,猪猪侠之终极决战,<0.1%,1.12,6,<0.1%,19.1%
4320,小时代4：灵魂尽头（含纪录片《最好的我们》）,<0.1%,1.10,7,<0.1%,23.2%
4321,捉妖记,36.7%,4666.59,44,17.8%,51.4%
4322,王朝的女人·杨贵妃,17.0%,2171.43,21,20.5%,24.6%
4323,谜城,14.3%,1821.76,24,15.7%,28.3%
4324,煎饼侠,9.7%,1237.44,30,7.7%,56.5%
4325,西游记之大圣归来,7.6%,972.64,27,6.6%,43.4%
4326,太平轮·彼岸,6.0%,771.12,11,12.4%,15.2%
4327,巴黎假期,2.9%,371.00,8,9.5%,11.5%
4328,美人鱼之海盗来袭,1.8%,228.80,17,3.0%,32.2%
4329,模仿游戏,0.7%,97.11,39,0.4%,66.4%
4330,恐怖游泳馆,0.5%,65.04,9,1.7%,18.5%
4331,破风,0.4%,60.94,58,0.1%,92.2%
4332,赛尔号大电影5：雷神崛起,0.4%,58.78,11,0.9%,22.7%
4333,命中注定,0.2%,33.24,14,0.4%,35.1%
4334,小羊肖恩,0.2%,32.38,17,0.4%,33.7%
4335,通灵之六世古宅,0.1%,12.89,5,0.5%,19.5%
4336,道士下山,0.1%,12.88,46,<0.1%,100%
4337,放心去飞,<0.1%,11.61,87,<0.1%,100%
4338,憨哥进城,<0.1%,11.61,88,<0.1%,100%
4339,迷城,<0.1%,9.70,14,0.1%,--
4340,邓小平登黄山,<0.1%,8.68,87,<0.1%,100%
4341,男人制造,<0.1%,6.77,6,0.2%,14.4%
4342,小时代4：灵魂尽头,<0.1%,5.19,9,0.1%,25.3%
4343,奥拉星：进击圣殿,<0.1%,4.73,7,0.1%,24.1%
4344,我是路人甲,<0.1%,2.56,75,<0.1%,93.8%
4345,栀子花开,<0.1%,1.75,6,<0.1%,33.3%
4346,旋风九日,<0.1%,1.50,36,<0.1%,46.7%
4347,王化买父,<0.1%,1.38,69,<0.1%,96.0%
4348,滚蛋吧！肿瘤君,<0.1%,1.27,127,<0.1%,--
4349,危机行动,<0.1%,1.15,2,0.1%,14.8%
4350,狼图腾,<0.1%,1.14,36,<0.1%,100%
4351,等爱归来,<0.1%,1.06,2,0.1%,13.6%
4352,捉妖记,40.6%,7718.41,60,20.7%,64.6%
4353,王朝的女人·杨贵妃,11.8%,2258.76,24,18.1%,29.0%
4354,谜城,11.2%,2135.26,29,14.3%,35.5%
4355,煎饼侠,11.1%,2115.38,43,9.0%,72.5%
4356,西游记之大圣归来,10.5%,2003.60,44,8.0%,65.4%
4357,太平轮·彼岸,4.8%,925.00,16,9.7%,23.2%
4358,美人鱼之海盗来袭,2.2%,432.30,24,3.7%,46.8%
4359,巴黎假期,2.1%,400.91,11,7.1%,17.1%
4360,黑猫警长之翡翠之星,1.7%,324.98,23,2.7%,37.1%
4361,模仿游戏,1.0%,200.57,56,0.5%,92.9%
4362,赛尔号大电影5：雷神崛起,0.7%,143.43,22,1.1%,43.0%
4363,小羊肖恩,0.5%,100.34,35,0.5%,66.4%
4364,恐怖游泳馆,0.3%,64.97,9,1.7%,20.1%
4365,命中注定,0.2%,56.62,26,0.3%,54.3%
4366,民工 老大 老板,0.1%,22.12,129,<0.1%,100%
4367,虹飞千岛,<0.1%,17.23,128,<0.1%,--
4368,通灵之六世古宅,<0.1%,15.43,6,0.4%,25.1%
4369,道士下山,<0.1%,10.72,44,<0.1%,100%
4370,迷城,<0.1%,9.01,23,<0.1%,--
4371,小时代4：灵魂尽头,<0.1%,6.42,10,0.1%,36.9%
4372,男人制造,<0.1%,4.85,6,0.1%,14.5%
4373,奥拉星：进击圣殿,<0.1%,4.48,6,0.1%,21.3%
4374,滚蛋吧！肿瘤君,<0.1%,3.39,99,<0.1%,81.5%
4375,猪猪侠之终极决战,<0.1%,2.44,11,<0.1%,31.5%
4376,栀子花开,<0.1%,1.52,5,<0.1%,32.4%
4377,危机行动,<0.1%,1.51,3,0.1%,24.2%
4378,京城81号,<0.1%,1.34,298,<0.1%,--
4379,被偷走的那五年,<0.1%,1.34,298,<0.1%,--
4380,李三娘,<0.1%,1.27,53,<0.1%,100%
4381,捉妖记,40.0%,7304.44,54,22.2%,56.6%
4382,煎饼侠,11.8%,2166.52,38,10.2%,62.4%
4383,西游记之大圣归来,11.6%,2121.46,42,9.0%,60.5%
4384,王朝的女人·杨贵妃,10.4%,1910.95,23,16.4%,28.6%
4385,谜城,9.8%,1794.37,27,13.1%,33.7%
4386,太平轮·彼岸,4.3%,795.56,15,8.6%,22.8%
4387,美人鱼之海盗来袭,2.2%,417.69,23,3.9%,43.1%
4388,巴黎假期,1.8%,344.67,11,5.9%,18.4%
4389,黑猫警长之翡翠之星,1.7%,314.17,24,2.6%,39.5%
4390,模仿游戏,1.1%,212.89,52,0.6%,79.7%
4391,破风,1.1%,207.26,51,0.6%,45.7%
4392,桂宝之爆笑闯宇宙,0.9%,167.45,51,0.5%,59.2%
4393,赛尔号大电影5：雷神崛起,0.8%,151.33,23,1.2%,44.9%
4394,小羊肖恩,0.6%,111.54,34,0.6%,64.2%
4395,恐怖游泳馆,0.2%,54.52,8,1.7%,17.9%
4396,命中注定,0.2%,48.21,21,0.4%,43.1%
4397,民工 老大 老板,0.1%,22.60,123,<0.1%,100%
4398,虹飞千岛,<0.1%,18.09,130,<0.1%,--
4399,通灵之六世古宅,<0.1%,15.72,6,0.4%,23.2%
4400,迷城,<0.1%,6.68,18,<0.1%,--
4401,小时代4：灵魂尽头,<0.1%,5.79,9,0.1%,27.9%
4402,奥拉星：进击圣殿,<0.1%,5.63,9,0.1%,28.6%
4403,男人制造,<0.1%,2.88,4,0.1%,9.7%
4404,我是路人甲,<0.1%,2.65,68,<0.1%,100%
4405,猪猪侠之终极决战,<0.1%,2.31,13,<0.1%,39.2%
4406,栀子花开,<0.1%,1.63,5,<0.1%,24.8%
4407,京城81号,<0.1%,1.34,298,<0.1%,--
4408,冰雪女王,<0.1%,1.30,109,<0.1%,100.0%
4409,危机行动,<0.1%,1.28,2,0.1%,15.3%
4410,被偷走的那五年,<0.1%,1.14,255,<0.1%,--
4411,王化买父,<0.1%,1.09,50,<0.1%,--
4412,李三娘,<0.1%,1.08,43,<0.1%,--
4413,捉妖记,39.1%,3484.81,27,23.1%,28.3%
4414,煎饼侠,13.9%,1239.79,21,11.4%,33.9%
4415,谜城,12.3%,1097.29,17,13.4%,21.5%
4416,西游记之大圣归来,10.8%,965.35,20,9.4%,29.3%
4417,王朝的女人·杨贵妃,10.3%,921.53,12,15.7%,16.3%
4418,太平轮·彼岸,4.5%,401.52,9,8.0%,13.8%
4419,巴黎假期,2.0%,180.25,7,5.2%,12.7%
4420,美人鱼之海盗来袭,1.7%,152.39,11,3.1%,20.0%
4421,模仿游戏,1.3%,118.50,27,0.8%,38.4%
4422,冰雪女王,1.1%,104.32,6,3.8%,10.1%
4423,恐怖游泳馆,0.5%,46.81,6,1.8%,16.1%
4424,赛尔号大电影5：雷神崛起,0.4%,43.42,10,0.8%,18.1%
4425,小羊肖恩,0.3%,34.72,14,0.5%,25.1%
4426,虹飞千岛,0.3%,27.54,135,<0.1%,100%
4427,民工 老大 老板,0.2%,22.50,125,<0.1%,100%
4428,命中注定,0.2%,21.01,8,0.5%,15.5%
4429,通灵之六世古宅,0.1%,12.37,5,0.5%,19.2%
4430,小时代4：灵魂尽头,<0.1%,4.34,8,0.1%,23.5%
4431,迷城,<0.1%,4.14,13,<0.1%,--
4432,爱之初体验,<0.1%,3.44,108,<0.1%,100%
4433,栀子花开,<0.1%,1.94,7,<0.1%,29.2%
4434,奥拉星：进击圣殿,<0.1%,1.73,5,<0.1%,20.4%
4435,道士下山,<0.1%,1.48,12,<0.1%,100%
4436,我爸比我小四岁,<0.1%,1.40,201,<0.1%,--
4437,男人制造,<0.1%,1.40,3,0.1%,6.1%
4438,战狼,<0.1%,1.34,298,<0.1%,--
4439,甜蜜蜜,<0.1%,1.34,298,<0.1%,--
4440,可爱的你,<0.1%,1.14,255,<0.1%,--
4441,李三娘,<0.1%,1.06,51,<0.1%,--
4442,捉妖记,39.6%,3499.94,27,23.5%,27.2%
4443,煎饼侠,14.8%,1305.44,22,12.0%,33.2%
4444,西游记之大圣归来,11.4%,1013.56,20,9.7%,29.3%
4445,谜城,10.4%,919.64,15,12.7%,19.6%
4446,王朝的女人·杨贵妃,9.0%,801.66,12,14.2%,16.1%
4447,太平轮·彼岸,4.3%,381.18,10,7.0%,14.9%
4448,巴黎假期,1.7%,157.54,8,4.2%,13.8%
4449,美人鱼之海盗来袭,1.5%,139.94,11,2.9%,19.3%
4450,模仿游戏,1.5%,134.39,28,0.9%,38.6%
4451,轩辕剑传奇,1.4%,129.27,7,3.6%,13.7%
4452,冰雪女王,1.0%,91.61,6,3.5%,10.0%
4453,恐怖游泳馆,0.4%,43.82,6,1.7%,16.0%
4454,赛尔号大电影5：雷神崛起,0.4%,42.60,10,0.8%,17.7%
4455,小羊肖恩,0.3%,34.82,14,0.5%,25.9%
4456,虹飞千岛,0.2%,23.99,132,<0.1%,100%
4457,命中注定,0.2%,23.04,9,0.4%,17.3%
4458,民工 老大 老板,0.2%,22.29,121,<0.1%,100%
4459,通灵之六世古宅,0.1%,11.27,5,0.5%,17.3%
4460,新步步惊心,<0.1%,7.02,137,<0.1%,100%
4461,小时代4：灵魂尽头,<0.1%,4.27,8,0.1%,24.5%
4462,迷城,<0.1%,3.80,12,<0.1%,--
4463,爱之初体验,<0.1%,3.67,243,<0.1%,66.6%
4464,一路向前,<0.1%,1.79,43,<0.1%,38.0%
4465,黑瞳,<0.1%,1.75,9,<0.1%,16.4%
4466,奥拉星：进击圣殿,<0.1%,1.68,8,<0.1%,27.6%
4467,战狼,<0.1%,1.34,298,<0.1%,--
4468,医缘,<0.1%,1.30,325,<0.1%,--
4469,邓小平登黄山,<0.1%,1.24,62,<0.1%,--
4470,滚蛋吧！肿瘤君,<0.1%,1.23,115,<0.1%,100%
4471,王化买父,<0.1%,1.15,37,<0.1%,--
4472,李三娘,<0.1%,1.14,59,<0.1%,--
4473,破风,<0.1%,1.10,56,<0.1%,100%
4474,道士下山,<0.1%,1.09,30,<0.1%,100%
4475,旋风九日,<0.1%,1.08,50,<0.1%,91.0%
4476,甜蜜蜜,<0.1%,1.08,240,<0.1%,--
4477,可爱的你,<0.1%,1.07,239,<0.1%,--
4478,栀子花开,<0.1%,1.07,5,<0.1%,12.2%
4479,捉妖记,38.5%,3045.50,23,23.8%,23.2%
4480,煎饼侠,15.3%,1210.08,19,12.4%,28.8%
4481,西游记之大圣归来,12.2%,971.20,19,10.1%,26.8%
4482,谜城,10.6%,839.82,14,12.7%,17.7%
4483,王朝的女人·杨贵妃,8.8%,699.19,11,13.8%,14.5%
4484,太平轮·彼岸,4.1%,330.37,9,6.8%,13.4%
4485,巴黎假期,1.8%,146.70,7,4.1%,12.8%
4486,模仿游戏,1.6%,131.93,25,0.9%,34.9%
4487,美人鱼之海盗来袭,1.5%,123.65,10,2.9%,16.7%
4488,冰雪女王,0.9%,74.93,5,3.3%,8.8%
4489,轩辕剑传奇,0.7%,55.42,4,3.1%,6.8%
4490,民工 老大 老板,0.5%,42.10,131,<0.1%,100%
4491,虹飞千岛,0.5%,40.58,138,<0.1%,100%
4492,恐怖游泳馆,0.5%,40.37,6,1.8%,13.8%
4493,赛尔号大电影5：雷神崛起,0.4%,37.17,8,0.8%,14.7%
4494,小羊肖恩,0.3%,30.14,12,0.5%,21.4%
4495,命中注定,0.2%,22.09,9,0.4%,15.8%
4496,滚蛋吧！肿瘤君,0.2%,16.04,130,<0.1%,100%
4497,通灵之六世古宅,0.1%,10.69,5,0.4%,16.9%
4498,小时代4：灵魂尽头,<0.1%,3.63,6,0.1%,20.1%
4499,邓小平登黄山,<0.1%,3.20,73,<0.1%,100%
4500,迷城,<0.1%,3.12,11,<0.1%,--
4501,一路向前,<0.1%,3.10,23,<0.1%,59.2%
4502,旋风九日,<0.1%,3.02,117,<0.1%,100%
4503,黑瞳,<0.1%,2.66,11,<0.1%,14.4%
4504,守梦者,<0.1%,2.60,52,<0.1%,100%
4505,奥拉星：进击圣殿,<0.1%,1.64,6,<0.1%,22.6%
4506,新步步惊心,<0.1%,1.49,65,<0.1%,58.9%
4507,李三娘,<0.1%,1.37,58,<0.1%,--
4508,破风,<0.1%,1.25,26,<0.1%,35.0%
4509,栀子花开,<0.1%,1.22,4,<0.1%,10.5%
4510,战狼,<0.1%,1.14,255,<0.1%,--
4511,可爱的你,<0.1%,1.08,240,<0.1%,--
4512,甜蜜蜜,<0.1%,1.07,239,<0.1%,--
4513,危机行动,<0.1%,1.04,2,0.1%,9.2%
4514,捉妖记,32.7%,2718.92,23,21.5%,23.7%
4515,桂宝之爆笑闯宇宙,12.0%,1002.81,18,10.7%,25.6%
4516,煎饼侠,11.9%,988.86,19,10.2%,29.2%
4517,破风,10.8%,897.99,18,9.9%,19.3%
4518,西游记之大圣归来,9.3%,774.82,19,7.9%,26.9%
4519,谜城,7.0%,588.29,13,9.1%,18.0%
4520,王朝的女人·杨贵妃,5.4%,449.45,10,9.1%,15.1%
4521,一路向前,2.3%,196.90,7,6.9%,10.2%
4522,太平轮·彼岸,2.3%,192.04,9,3.8%,14.3%
4523,模仿游戏,1.2%,106.74,27,0.7%,35.1%
4524,巴黎假期,0.6%,55.56,7,1.6%,13.0%
4525,美人鱼之海盗来袭,0.6%,53.88,9,1.3%,16.1%
4526,民工 老大 老板,0.5%,46.51,135,<0.1%,100%
4527,虹飞千岛,0.5%,45.26,133,<0.1%,100%
4528,红髅,0.3%,29.54,7,0.9%,12.6%
4529,冰雪女王,0.3%,26.77,5,1.1%,9.1%
4530,轩辕剑传奇,0.2%,21.63,4,1.0%,10.9%
4531,恐怖游泳馆,0.2%,18.56,5,1.0%,17.8%
4532,小羊肖恩,0.1%,16.03,11,0.3%,19.7%
4533,赛尔号大电影5：雷神崛起,0.1%,15.72,8,0.3%,14.2%
4534,命中注定,0.1%,11.52,9,0.2%,16.0%
4535,黑瞳,0.1%,8.83,30,<0.1%,45.1%
4536,通灵之六世古宅,<0.1%,6.15,4,0.3%,15.7%
4537,邓小平登黄山,<0.1%,5.15,53,<0.1%,100%
4538,新步步惊心,<0.1%,3.55,12,<0.1%,16.3%
4539,小时代4：灵魂尽头,<0.1%,2.74,7,<0.1%,21.4%
4540,迷城,<0.1%,2.54,10,<0.1%,--
4541,旋风九日,<0.1%,1.63,60,<0.1%,100%
4542,猪猪侠之终极决战,<0.1%,1.60,15,<0.1%,37.6%
4543,奥拉星：进击圣殿,<0.1%,1.54,12,<0.1%,97.9%
4544,京城81号,<0.1%,1.34,298,<0.1%,--
4545,滚蛋吧！肿瘤君,<0.1%,1.18,80,<0.1%,100%
