,电影,票房占比,综合票房,场均人次,排片占比,上座率
19088,一路逆风,0.6%,72.99,4,3.2%,3.7%
19089,冰雪女王2：冬日魔咒,0.5%,60.79,5,2.1%,4.5%
19090,恐怖理发店,0.4%,54.03,6,1.5%,7.3%
19091,罗曼蒂克消亡史,0.2%,29.35,15,0.2%,17.4%
19092,海洋奇缘,0.1%,20.96,12,0.2%,12.2%
19093,你的名字。,0.1%,19.10,12,0.2%,13.5%
19094,你好，疯子！,0.1%,15.98,6,0.3%,6.5%
19095,那年夏天你去了哪里,<0.1%,11.92,3,0.6%,3.2%
19096,单身日记：好孕来袭,<0.1%,9.25,7,0.1%,8.0%
19097,神奇动物在哪里,<0.1%,4.32,12,<0.1%,14.2%
19098,萨利机长,<0.1%,3.82,12,<0.1%,13.3%
19099,我们的青春不怕疼,<0.1%,2.30,3,0.1%,2.3%
19100,少年,<0.1%,2.19,122,<0.1%,74.8%
19101,北极大冒险,<0.1%,1.67,3,<0.1%,4.0%
19102,超级幼儿园,<0.1%,1.06,2,0.1%,2.3%
19103,浪漫搭档,<0.1%,1.01,1,0.3%,0.5%
19104,星球大战外传：侠盗一号,50.7%,8541.76,26,38.5%,16.3%
19105,情圣,19.0%,3203.00,27,15.9%,24.4%
19106,铁道飞虎,9.3%,1570.56,19,9.5%,18.3%
19107,猪猪侠之英雄猪少年,5.1%,872.12,15,8.3%,14.8%
19108,长城,5.0%,848.00,16,6.4%,15.4%
19109,血战钢锯岭,2.5%,436.91,31,1.8%,29.8%
19110,玩命直播,1.8%,313.72,15,3.3%,15.5%
19111,摆渡人,1.6%,283.92,14,2.7%,15.5%
19112,冰雪女王2：冬日魔咒,0.9%,160.18,9,2.5%,8.4%
19113,海洋奇缘,0.6%,101.75,22,0.5%,20.6%
19114,一万公里的约定,0.5%,85.42,5,2.9%,4.5%
19115,冒牌卧底,0.5%,84.56,59,0.1%,100%
19116,一路逆风,0.3%,57.69,5,1.6%,5.1%
19117,恐怖理发店,0.2%,50.04,6,1.3%,7.2%
19118,罗曼蒂克消亡史,0.2%,49.53,23,0.2%,28.0%
19119,你的名字。,0.2%,49.37,21,0.3%,23.4%
19120,辛巴达与美人鱼公主,0.2%,33.70,4,1.4%,3.8%
19121,你好，疯子！,0.1%,19.09,10,0.2%,12.9%
19122,单身日记：好孕来袭,<0.1%,15.71,14,0.1%,15.6%
19123,那年夏天你去了哪里,<0.1%,11.85,4,0.3%,4.9%
19124,神奇动物在哪里,<0.1%,10.97,21,<0.1%,22.7%
19125,超能龙骑侠,<0.1%,10.51,4,0.4%,3.0%
19126,萨利机长,<0.1%,8.82,25,<0.1%,25.0%
19127,北极大冒险,<0.1%,6.18,10,<0.1%,12.4%
19128,大卫贝肯之倒霉特工熊,<0.1%,2.88,251,<0.1%,97.6%
19129,我们的青春不怕疼,<0.1%,2.62,8,<0.1%,9.5%
19130,少年,<0.1%,2.20,158,<0.1%,92.3%
19131,我在故宫修文物,<0.1%,1.50,10,<0.1%,13.9%
19132,超级幼儿园,<0.1%,1.05,2,0.1%,2.6%
19133,星球大战外传：侠盗一号,45.2%,6342.77,20,37.4%,12.5%
19134,情圣,21.6%,3026.25,25,16.7%,21.8%
19135,铁道飞虎,10.4%,1465.59,17,9.8%,16.5%
19136,猪猪侠之英雄猪少年,5.7%,807.49,13,8.6%,13.3%
19137,长城,5.5%,781.48,14,6.8%,13.6%
19138,血战钢锯岭,2.8%,397.30,27,1.8%,25.7%
19139,玩命直播,1.9%,274.78,12,3.6%,12.2%
19140,摆渡人,1.8%,263.40,12,2.8%,13.9%
19141,冰雪女王2：冬日魔咒,1.0%,147.37,9,2.4%,8.2%
19142,海洋奇缘,0.7%,101.79,22,0.6%,19.8%
19143,一万公里的约定,0.4%,60.70,4,2.4%,4.0%
19144,你的名字。,0.3%,49.30,18,0.3%,20.9%
19145,罗曼蒂克消亡史,0.3%,45.02,20,0.2%,24.7%
19146,一路逆风,0.3%,43.69,5,1.4%,4.7%
19147,恐怖理发店,0.2%,40.57,5,1.3%,5.9%
19148,冒牌卧底,0.2%,30.84,34,<0.1%,73.1%
19149,辛巴达与美人鱼公主,0.2%,28.06,4,1.2%,3.8%
19150,你好，疯子！,0.1%,15.98,8,0.2%,10.6%
19151,单身日记：好孕来袭,0.1%,15.16,13,0.1%,13.5%
19152,神奇动物在哪里,<0.1%,11.89,20,<0.1%,20.3%
19153,大卫贝肯之倒霉特工熊,<0.1%,11.21,126,<0.1%,100%
19154,那年夏天你去了哪里,<0.1%,11.10,4,0.3%,4.5%
19155,萨利机长,<0.1%,7.49,23,<0.1%,22.7%
19156,超能龙骑侠,<0.1%,6.95,3,0.3%,2.7%
19157,北极大冒险,<0.1%,6.23,9,<0.1%,12.7%
19158,生门,<0.1%,2.24,42,<0.1%,100%
19159,少年,<0.1%,2.13,88,<0.1%,49.2%
19160,逗逗迪迪之美梦年年,<0.1%,1.58,198,<0.1%,100%
19161,我在故宫修文物,<0.1%,1.09,8,<0.1%,9.4%
19162,星球大战外传：侠盗一号,40.5%,2532.16,9,37.0%,5.7%
19163,情圣,27.6%,1723.47,14,19.0%,11.9%
19164,铁道飞虎,11.4%,714.80,9,11.1%,8.0%
19165,长城,6.8%,426.02,8,7.9%,7.0%
19166,血战钢锯岭,3.0%,189.44,12,2.4%,11.0%
19167,摆渡人,2.5%,156.34,7,3.4%,7.4%
19168,猪猪侠之英雄猪少年,2.0%,130.07,4,5.0%,4.1%
19169,玩命直播,1.9%,121.16,5,4.1%,5.0%
19170,恐怖理发店,0.5%,33.19,4,1.4%,4.8%
19171,冒牌卧底,0.5%,32.36,34,0.1%,76.5%
19172,一万公里的约定,0.4%,28.11,2,2.3%,2.0%
19173,你的名字。,0.3%,22.35,10,0.3%,10.3%
19174,冰雪女王2：冬日魔咒,0.3%,21.30,3,1.1%,3.0%
19175,罗曼蒂克消亡史,0.3%,20.60,8,0.2%,9.4%
19176,一路逆风,0.3%,19.52,3,1.3%,2.4%
19177,海洋奇缘,0.3%,18.83,10,0.2%,9.2%
19178,你好，疯子！,0.1%,11.20,5,0.3%,5.9%
19179,单身日记：好孕来袭,0.1%,6.92,5,0.1%,5.2%
19180,青海湖畔,0.1%,6.78,10,<0.1%,8.9%
19181,那年夏天你去了哪里,<0.1%,5.60,2,0.4%,2.1%
19182,神奇动物在哪里,<0.1%,4.30,9,<0.1%,9.1%
19183,辛巴达与美人鱼公主,<0.1%,3.13,1,0.5%,1.1%
19184,掠夺者,<0.1%,1.74,4,<0.1%,8.4%
19185,少年,<0.1%,1.71,66,<0.1%,40.2%
19186,老师也疯狂,<0.1%,1.36,273,<0.1%,--
19187,我们的青春不怕疼,<0.1%,1.16,6,<0.1%,8.5%
19188,北极大冒险,<0.1%,1.06,2,<0.1%,3.4%
19189,星球大战外传：侠盗一号,38.5%,2380.21,9,35.5%,5.6%
19190,情圣,28.0%,1732.52,13,20.0%,11.3%
19191,铁道飞虎,11.9%,736.72,9,11.3%,8.2%
19192,长城,7.4%,461.87,8,8.3%,7.2%
19193,血战钢锯岭,3.2%,203.66,12,2.7%,10.7%
19194,摆渡人,2.5%,159.51,7,3.5%,7.4%
19195,猪猪侠之英雄猪少年,2.3%,145.42,5,5.0%,4.7%
19196,玩命直播,1.7%,110.34,5,3.9%,4.8%
19197,冒牌卧底,0.5%,36.46,37,0.1%,77.1%
19198,恐怖理发店,0.5%,31.56,4,1.4%,4.6%
19199,海洋奇缘,0.3%,23.85,12,0.3%,10.9%
19200,你的名字。,0.3%,23.55,9,0.4%,10.1%
19201,冰雪女王2：冬日魔咒,0.3%,22.85,4,1.1%,3.4%
19202,一万公里的约定,0.3%,22.55,2,2.0%,1.9%
19203,罗曼蒂克消亡史,0.3%,21.75,8,0.3%,8.5%
19204,一路逆风,0.2%,14.80,3,1.1%,2.2%
19205,你好，疯子！,0.1%,10.42,5,0.3%,5.4%
19206,单身日记：好孕来袭,0.1%,6.88,5,0.1%,5.6%
19207,那年夏天你去了哪里,0.1%,6.30,3,0.4%,2.5%
19208,神奇动物在哪里,<0.1%,5.20,9,<0.1%,9.8%
19209,辛巴达与美人鱼公主,<0.1%,3.65,2,0.4%,1.6%
19210,超级幼儿园,<0.1%,2.32,7,<0.1%,10.6%
19211,掠夺者,<0.1%,2.10,4,<0.1%,9.5%
19212,北极大冒险,<0.1%,2.09,5,<0.1%,7.4%
19213,少年,<0.1%,1.45,43,<0.1%,32.0%
19214,我在故宫修文物,<0.1%,1.18,10,<0.1%,12.3%
19215,星球大战外传：侠盗一号,36.9%,2315.67,9,34.3%,5.7%
19216,情圣,28.3%,1771.46,13,20.7%,10.9%
19217,铁道飞虎,12.4%,776.63,9,11.5%,8.5%
19218,长城,7.9%,495.17,8,8.5%,7.6%
19219,血战钢锯岭,3.4%,216.38,12,2.8%,10.6%
19220,猪猪侠之英雄猪少年,2.8%,176.32,6,5.4%,5.2%
19221,摆渡人,2.6%,165.11,7,3.6%,7.5%
19222,玩命直播,1.7%,109.90,5,3.7%,5.1%
19223,恐怖理发店,0.4%,30.77,4,1.4%,4.5%
19224,海洋奇缘,0.4%,30.57,12,0.3%,11.4%
19225,冰雪女王2：冬日魔咒,0.4%,28.63,4,1.1%,4.0%
19226,你的名字。,0.4%,28.48,10,0.4%,10.5%
19227,罗曼蒂克消亡史,0.3%,22.09,8,0.3%,8.0%
19228,一万公里的约定,0.3%,19.78,2,1.8%,1.9%
19229,一路逆风,0.2%,14.39,3,1.0%,2.4%
19230,你好，疯子！,0.1%,11.04,5,0.3%,5.5%
19231,单身日记：好孕来袭,0.1%,7.03,5,0.1%,5.6%
19232,神奇动物在哪里,0.1%,6.49,10,<0.1%,11.4%
19233,那年夏天你去了哪里,<0.1%,5.46,2,0.4%,2.2%
19234,辛巴达与美人鱼公主,<0.1%,4.93,2,0.4%,2.3%
19235,冒牌卧底,<0.1%,3.98,11,<0.1%,24.9%
19236,我在故宫修文物,<0.1%,3.14,27,<0.1%,41.6%
19237,超级幼儿园,<0.1%,2.97,9,<0.1%,14.2%
19238,北极大冒险,<0.1%,2.71,5,<0.1%,7.1%
19239,少年,<0.1%,1.72,54,<0.1%,40.9%
19240,我们的青春不怕疼,<0.1%,1.02,5,<0.1%,7.6%
19241,星球大战外传：侠盗一号,36.0%,2277.06,9,33.3%,5.7%
19242,情圣,27.3%,1729.99,13,20.9%,10.4%
19243,铁道飞虎,12.4%,789.42,9,11.6%,8.5%
19244,长城,8.5%,539.94,9,8.5%,8.1%
19245,血战钢锯岭,3.5%,224.40,12,2.9%,10.6%
19246,猪猪侠之英雄猪少年,3.1%,196.69,6,5.8%,5.4%
19247,摆渡人,2.5%,163.29,7,3.5%,7.5%
19248,玩命直播,1.5%,96.47,5,3.4%,4.7%
19249,太空旅客,0.7%,46.89,14,0.5%,8.2%
19250,海洋奇缘,0.5%,36.89,12,0.4%,11.2%
19251,你的名字。,0.5%,34.97,11,0.4%,11.8%
19252,冰雪女王2：冬日魔咒,0.5%,32.84,4,1.2%,4.2%
19253,恐怖理发店,0.4%,29.13,4,1.3%,4.5%
19254,罗曼蒂克消亡史,0.3%,23.55,8,0.3%,8.6%
19255,一万公里的约定,0.2%,17.96,2,1.6%,1.9%
19256,一路逆风,0.2%,14.71,3,0.9%,2.7%
19257,你好，疯子！,0.1%,10.46,5,0.3%,5.5%
19258,神奇动物在哪里,0.1%,9.04,13,<0.1%,14.5%
19259,单身日记：好孕来袭,0.1%,6.85,5,0.1%,5.5%
19260,那年夏天你去了哪里,0.1%,6.49,3,0.4%,2.8%
19261,超级幼儿园,<0.1%,5.50,13,<0.1%,18.3%
19262,魔弦传说,<0.1%,4.73,6,0.1%,3.8%
19263,辛巴达与美人鱼公主,<0.1%,4.10,2,0.4%,1.9%
19264,冒牌卧底,<0.1%,2.99,9,<0.1%,21.5%
19265,北极大冒险,<0.1%,2.80,5,<0.1%,7.2%
19266,我在故宫修文物,<0.1%,1.86,11,<0.1%,13.5%
19267,少年,<0.1%,1.71,51,<0.1%,40.8%
19268,我们的青春不怕疼,<0.1%,1.23,7,<0.1%,11.1%
19269,太空旅客,37.6%,3914.84,19,26.1%,12.3%
19270,星球大战外传：侠盗一号,17.3%,1806.03,14,15.1%,9.3%
19271,情圣,14.2%,1482.76,18,11.0%,16.3%
19272,大卫贝肯之倒霉特工熊,10.2%,1062.26,17,8.4%,16.0%
19273,魔弦传说,6.8%,715.03,7,14.2%,5.4%
19274,铁道飞虎,3.9%,408.81,14,3.4%,14.8%
19275,天空之眼,2.6%,276.41,6,7.1%,4.9%
19276,长城,2.5%,266.86,13,2.5%,12.3%
19277,血战钢锯岭,1.1%,118.87,18,0.8%,19.0%
19278,少年巴比伦,0.8%,84.51,3,4.2%,3.1%
19279,猪猪侠之英雄猪少年,0.4%,46.44,6,1.0%,6.8%
19280,超能龙骑侠,0.4%,43.66,4,1.7%,3.5%
19281,摆渡人,0.3%,40.05,8,0.6%,11.1%
19282,你的名字。,0.1%,18.03,14,0.1%,15.3%
19283,恐怖理发店,0.1%,15.32,5,0.5%,5.9%
19284,海洋奇缘,0.1%,13.31,14,0.1%,14.6%
19285,玩命直播,<0.1%,9.66,5,0.3%,5.4%
19286,逗逗迪迪之美梦年年,<0.1%,9.35,4,0.5%,3.3%
19287,罗曼蒂克消亡史,<0.1%,8.72,12,<0.1%,13.2%
19288,我的诗篇,<0.1%,7.44,4,0.3%,3.5%
19289,超级幼儿园,<0.1%,6.93,36,<0.1%,57.3%
19290,冒牌卧底,<0.1%,4.30,25,<0.1%,81.7%
19291,神奇动物在哪里,<0.1%,3.45,14,<0.1%,15.9%
19292,冰雪女王2：冬日魔咒,<0.1%,3.42,4,0.1%,4.6%
19293,我在故宫修文物,<0.1%,3.33,54,<0.1%,54.1%
19294,少年,<0.1%,2.17,60,<0.1%,48.1%
19295,你好，疯子！,<0.1%,2.01,5,<0.1%,6.4%
19296,北极大冒险,<0.1%,1.86,13,<0.1%,29.9%
19297,那年夏天你去了哪里,<0.1%,1.69,3,<0.1%,3.5%
19298,一万公里的约定,<0.1%,1.60,2,<0.1%,3.7%
19299,有家,<0.1%,1.58,52,<0.1%,73.1%
19300,单身日记：好孕来袭,<0.1%,1.06,4,<0.1%,6.6%
19301,青海湖畔,<0.1%,1.03,85,<0.1%,100%
19302,一路逆风,<0.1%,1.02,4,<0.1%,5.2%
19303,太空旅客,32.6%,4785.14,22,25.7%,13.9%
19304,星球大战外传：侠盗一号,17.9%,2630.87,19,14.8%,13.3%
19305,情圣,14.4%,2127.30,23,11.9%,20.6%
19306,大卫贝肯之倒霉特工熊,11.5%,1697.19,21,10.3%,18.9%
19307,魔弦传说,5.6%,831.45,10,10.9%,7.9%
19308,铁道飞虎,4.1%,616.31,19,3.7%,20.1%
19309,熊出没·奇幻空间,3.9%,586.25,19,4.1%,16.0%
19310,长城,2.5%,373.82,16,2.7%,15.3%
19311,天空之眼,2.2%,329.43,8,5.1%,8.1%
19312,血战钢锯岭,1.5%,231.34,26,1.0%,26.5%
19313,猪猪侠之英雄猪少年,0.6%,97.14,9,1.4%,9.5%
19314,超能龙骑侠,0.4%,66.43,6,1.5%,5.6%
19315,少年巴比伦,0.3%,56.94,4,2.5%,3.5%
19316,摆渡人,0.3%,54.29,10,0.7%,12.8%
19317,你的名字。,0.2%,38.53,20,0.2%,22.9%
19318,海洋奇缘,0.2%,34.16,20,0.2%,19.1%
19319,恐怖理发店,0.1%,18.85,5,0.6%,6.4%
19320,罗曼蒂克消亡史,0.1%,14.93,18,<0.1%,22.0%
19321,我的诗篇,<0.1%,13.56,10,0.1%,10.4%
19322,玩命直播,<0.1%,10.11,5,0.2%,5.9%
19323,神奇动物在哪里,<0.1%,8.25,20,<0.1%,24.8%
19324,冰雪女王2：冬日魔咒,<0.1%,8.11,7,0.1%,7.4%
19325,超级幼儿园,<0.1%,7.99,34,<0.1%,40.7%
19326,逗逗迪迪之美梦年年,<0.1%,6.84,4,0.3%,4.0%
19327,冒牌卧底,<0.1%,5.23,35,<0.1%,54.5%
19328,单身日记：好孕来袭,<0.1%,2.83,12,<0.1%,19.3%
19329,你好，疯子！,<0.1%,2.48,7,<0.1%,10.2%
19330,少年,<0.1%,2.34,56,<0.1%,52.2%
19331,北极大冒险,<0.1%,2.14,8,<0.1%,12.9%
19332,一万公里的约定,<0.1%,2.01,3,<0.1%,5.2%
19333,一路逆风,<0.1%,1.69,5,<0.1%,5.6%
19334,那年夏天你去了哪里,<0.1%,1.54,3,<0.1%,3.3%
19335,辛巴达与美人鱼公主,<0.1%,1.21,3,<0.1%,4.6%
19336,我们的青春不怕疼,<0.1%,1.05,22,<0.1%,34.5%
19337,太空旅客,31.2%,4098.26,19,24.9%,12.2%
19338,星球大战外传：侠盗一号,16.6%,2185.01,16,14.9%,11.3%
19339,情圣,15.5%,2036.55,21,12.7%,18.6%
19340,大卫贝肯之倒霉特工熊,11.8%,1551.05,18,11.1%,15.9%
19341,熊出没·奇幻空间,5.2%,688.91,21,4.2%,18.7%
19342,魔弦传说,5.0%,661.19,9,9.8%,7.2%
19343,铁道飞虎,4.5%,601.27,17,4.1%,17.6%
19344,长城,2.8%,368.03,15,2.9%,14.3%
19345,天空之眼,2.1%,281.54,8,4.7%,7.7%
19346,血战钢锯岭,1.6%,221.34,23,1.1%,23.1%
19347,猪猪侠之英雄猪少年,0.7%,94.62,9,1.5%,8.9%
19348,超能龙骑侠,0.4%,60.33,6,1.4%,5.7%
19349,摆渡人,0.3%,48.63,8,0.7%,10.9%
19350,少年巴比伦,0.3%,47.79,4,2.1%,3.5%
19351,你的名字。,0.3%,39.70,18,0.2%,20.1%
19352,海洋奇缘,0.2%,37.61,20,0.2%,18.5%
19353,恐怖理发店,0.1%,18.32,5,0.6%,5.8%
19354,罗曼蒂克消亡史,<0.1%,10.41,13,<0.1%,18.6%
19355,我的诗篇,<0.1%,8.96,8,0.1%,7.8%
19356,神奇动物在哪里,<0.1%,8.57,19,<0.1%,20.6%
19357,玩命直播,<0.1%,8.49,5,0.2%,5.0%
19358,冰雪女王2：冬日魔咒,<0.1%,7.15,6,0.1%,6.2%
19359,逗逗迪迪之美梦年年,<0.1%,6.42,4,0.2%,3.8%
19360,超级幼儿园,<0.1%,6.20,25,<0.1%,33.1%
19361,冒牌卧底,<0.1%,4.82,33,<0.1%,64.5%
19362,一万公里的约定,<0.1%,3.06,4,<0.1%,6.8%
19363,我在故宫修文物,<0.1%,2.61,37,<0.1%,70.1%
19364,单身日记：好孕来袭,<0.1%,2.50,11,<0.1%,18.8%
19365,少年,<0.1%,2.24,63,<0.1%,52.5%
19366,你好，疯子！,<0.1%,2.09,6,<0.1%,7.0%
19367,那年夏天你去了哪里,<0.1%,2.00,4,<0.1%,5.1%
19368,一路逆风,<0.1%,1.54,4,<0.1%,6.0%
19369,北极大冒险,<0.1%,1.52,7,<0.1%,11.2%
19370,我们的青春不怕疼,<0.1%,1.00,23,<0.1%,33.2%
19371,太空旅客,31.1%,2052.22,11,25.6%,6.7%
19372,情圣,19.8%,1306.49,13,14.4%,11.4%
19373,星球大战外传：侠盗一号,15.8%,1039.78,8,15.9%,5.7%
19374,大卫贝肯之倒霉特工熊,11.2%,742.42,9,11.5%,8.3%
19375,铁道飞虎,6.0%,395.16,10,4.9%,10.0%
19376,魔弦传说,4.7%,312.19,5,9.2%,4.0%
19377,长城,3.3%,222.78,10,2.9%,9.1%
19378,天空之眼,2.2%,146.08,5,4.9%,4.2%
19379,血战钢锯岭,1.7%,115.11,11,1.4%,11.0%
19380,猪猪侠之英雄猪少年,0.7%,47.37,5,1.5%,4.9%
19381,摆渡人,0.6%,39.97,6,0.9%,7.6%
19382,少年巴比伦,0.3%,25.93,2,2.0%,2.2%
19383,你的名字。,0.3%,23.63,11,0.3%,11.9%
19384,恐怖理发店,0.2%,17.32,4,0.7%,5.3%
19385,超能龙骑侠,0.2%,14.85,3,0.9%,2.4%
19386,海洋奇缘,0.2%,14.06,10,0.2%,9.0%
19387,冰雪女王2：冬日魔咒,0.1%,8.90,8,0.1%,9.5%
19388,超级幼儿园,0.1%,7.47,53,<0.1%,73.6%
19389,玩命直播,<0.1%,6.39,4,0.3%,3.8%
19390,神奇动物在哪里,<0.1%,4.67,11,<0.1%,11.4%
19391,我的诗篇,<0.1%,4.59,6,0.1%,6.9%
19392,冒牌卧底,<0.1%,4.20,31,<0.1%,74.0%
19393,罗曼蒂克消亡史,<0.1%,4.02,8,<0.1%,11.3%
19394,青海湖畔,<0.1%,3.47,201,<0.1%,45.6%
19395,湄公河行动,<0.1%,2.67,264,<0.1%,--
19396,少年,<0.1%,2.23,56,<0.1%,51.7%
19397,你好，疯子！,<0.1%,2.15,6,<0.1%,7.7%
19398,逗逗迪迪之美梦年年,<0.1%,1.74,2,0.2%,1.6%
19399,单身日记：好孕来袭,<0.1%,1.35,6,<0.1%,8.7%
19400,一万公里的约定,<0.1%,1.30,2,0.1%,3.0%
19401,一路逆风,<0.1%,1.04,3,<0.1%,3.4%
19402,我在故宫修文物,<0.1%,1.00,33,<0.1%,33.6%
19403,太空旅客,30.0%,1928.00,10,25.4%,6.3%
19404,情圣,20.5%,1317.70,13,15.1%,11.0%
19405,星球大战外传：侠盗一号,15.7%,1008.18,8,15.8%,5.6%
19406,大卫贝肯之倒霉特工熊,11.4%,733.52,9,11.8%,8.0%
19407,铁道飞虎,6.2%,401.21,10,5.2%,9.9%
19408,魔弦传说,4.6%,299.51,5,8.5%,4.3%
19409,长城,3.5%,228.15,10,3.1%,8.7%
19410,天空之眼,2.1%,137.09,5,4.5%,4.3%
19411,血战钢锯岭,1.9%,123.16,11,1.6%,10.8%
19412,猪猪侠之英雄猪少年,0.7%,49.13,5,1.6%,4.8%
19413,摆渡人,0.6%,39.89,6,0.9%,7.4%
19414,你的名字。,0.3%,23.08,10,0.3%,11.0%
19415,少年巴比伦,0.3%,22.26,2,1.8%,2.2%
19416,海洋奇缘,0.2%,17.04,10,0.2%,9.4%
19417,恐怖理发店,0.2%,16.83,4,0.7%,4.9%
19418,超能龙骑侠,0.2%,14.19,3,0.8%,2.6%
19419,玩命直播,<0.1%,6.16,3,0.3%,3.6%
19420,超级幼儿园,<0.1%,5.65,44,<0.1%,63.3%
19421,神奇动物在哪里,<0.1%,4.72,10,<0.1%,10.4%
19422,罗曼蒂克消亡史,<0.1%,4.60,9,<0.1%,12.2%
19423,冒牌卧底,<0.1%,3.59,23,<0.1%,50.6%
19424,冰雪女王2：冬日魔咒,<0.1%,3.11,3,0.1%,3.5%
19425,北极大冒险,<0.1%,2.33,12,<0.1%,20.4%
19426,我的诗篇,<0.1%,2.04,3,0.1%,3.5%
19427,辛巴达与美人鱼公主,<0.1%,1.95,7,<0.1%,11.4%
19428,你好，疯子！,<0.1%,1.90,4,<0.1%,6.6%
19429,逗逗迪迪之美梦年年,<0.1%,1.77,2,0.1%,1.9%
19430,勇士,<0.1%,1.41,75,<0.1%,94.7%
19431,单身日记：好孕来袭,<0.1%,1.16,4,<0.1%,5.9%
19432,太空旅客,29.7%,1830.82,10,25.1%,6.1%
19433,情圣,21.2%,1307.94,12,15.7%,10.4%
19434,星球大战外传：侠盗一号,15.0%,927.41,8,15.6%,5.2%
19435,大卫贝肯之倒霉特工熊,11.1%,686.35,8,11.9%,7.4%
19436,铁道飞虎,6.3%,393.18,10,5.3%,9.5%
19437,魔弦传说,4.5%,282.50,5,8.0%,4.3%
19438,长城,3.9%,244.55,10,3.4%,8.7%
19439,天空之眼,2.0%,129.22,5,4.3%,4.3%
19440,血战钢锯岭,2.0%,125.68,11,1.6%,10.3%
19441,猪猪侠之英雄猪少年,0.7%,45.78,4,1.7%,4.3%
19442,摆渡人,0.6%,40.21,6,1.0%,7.1%
19443,你的名字。,0.4%,24.83,10,0.3%,10.2%
19444,少年巴比伦,0.3%,20.08,2,1.7%,2.1%
19445,海洋奇缘,0.2%,17.75,10,0.2%,9.1%
19446,恐怖理发店,0.2%,17.07,4,0.8%,4.8%
19447,超能龙骑侠,0.1%,10.66,3,0.7%,2.1%
19448,玩命直播,<0.1%,5.62,3,0.3%,3.4%
19449,超级幼儿园,<0.1%,5.46,37,<0.1%,46.3%
19450,神奇动物在哪里,<0.1%,4.73,10,<0.1%,10.1%
19451,冒牌卧底,<0.1%,4.69,29,<0.1%,76.8%
19452,罗曼蒂克消亡史,<0.1%,4.53,10,<0.1%,12.6%
19453,冰雪女王2：冬日魔咒,<0.1%,4.33,4,0.1%,4.3%
19454,勇士,<0.1%,3.02,81,<0.1%,75.8%
19455,我的诗篇,<0.1%,2.11,3,0.1%,3.4%
19456,单身日记：好孕来袭,<0.1%,1.99,9,<0.1%,14.7%
19457,你好，疯子！,<0.1%,1.96,4,<0.1%,6.1%
19458,北极大冒险,<0.1%,1.59,8,<0.1%,13.0%
19459,逗逗迪迪之美梦年年,<0.1%,1.54,2,0.1%,1.5%
19460,湄公河行动,<0.1%,1.43,71,<0.1%,89.6%
19461,太空旅客,29.1%,1732.93,9,24.9%,5.8%
19462,情圣,21.2%,1261.81,11,16.0%,9.7%
19463,星球大战外传：侠盗一号,14.4%,861.11,7,15.4%,4.9%
19464,大卫贝肯之倒霉特工熊,11.0%,657.40,8,12.0%,7.1%
19465,铁道飞虎,6.6%,392.57,10,5.4%,9.2%
19466,魔弦传说,4.6%,274.60,5,7.7%,4.3%
19467,长城,4.1%,249.22,9,3.5%,8.5%
19468,天空之眼,2.1%,130.59,5,4.1%,4.5%
19469,血战钢锯岭,2.1%,129.31,11,1.7%,10.3%
19470,猪猪侠之英雄猪少年,0.7%,46.22,4,1.7%,4.1%
19471,摆渡人,0.6%,40.54,6,1.0%,7.0%
19472,你的名字。,0.4%,25.21,9,0.4%,9.9%
19473,海洋奇缘,0.3%,19.20,10,0.2%,9.7%
19474,恐怖理发店,0.3%,17.83,4,0.8%,5.0%
19475,少年巴比伦,0.2%,17.41,2,1.5%,2.0%
19476,降临,0.2%,15.67,11,0.2%,6.9%
19477,超能龙骑侠,0.1%,11.40,3,0.7%,2.2%
19478,玩命直播,<0.1%,5.44,3,0.3%,3.2%
19479,神奇动物在哪里,<0.1%,5.06,10,<0.1%,9.6%
19480,勇士,<0.1%,5.04,88,<0.1%,73.9%
19481,北极大冒险,<0.1%,4.49,23,<0.1%,39.7%
19482,超级幼儿园,<0.1%,3.81,33,<0.1%,35.4%
19483,罗曼蒂克消亡史,<0.1%,3.79,7,<0.1%,8.4%
19484,湄公河行动,<0.1%,3.32,128,<0.1%,--
19485,冰雪女王2：冬日魔咒,<0.1%,3.09,3,0.1%,3.4%
19486,单身日记：好孕来袭,<0.1%,2.64,10,<0.1%,16.5%
19487,冒牌卧底,<0.1%,2.36,16,<0.1%,43.9%
19488,我的诗篇,<0.1%,2.20,4,0.1%,4.3%
19489,熊出没·奇幻空间,<0.1%,1.99,36,<0.1%,67.3%
19490,逗逗迪迪之美梦年年,<0.1%,1.80,2,0.1%,1.8%
19491,你好，疯子！,<0.1%,1.69,4,<0.1%,5.6%
19492,那年夏天你去了哪里,<0.1%,1.13,2,<0.1%,2.4%
19493,降临,27.0%,1957.17,12,23.5%,8.0%
19494,太空旅客,20.9%,1511.04,10,18.6%,7.0%
19495,情圣,17.9%,1296.47,13,13.8%,11.5%
19496,星球大战外传：侠盗一号,10.3%,744.36,8,11.3%,5.8%
19497,大卫贝肯之倒霉特工熊,9.1%,658.00,9,10.7%,7.8%
19498,铁道飞虎,4.3%,312.72,11,3.9%,10.6%
19499,长城,2.9%,216.03,10,2.7%,9.4%
19500,魔弦传说,1.9%,141.62,5,3.8%,4.9%
19501,血战钢锯岭,1.5%,114.24,13,1.2%,13.0%
19502,天空之眼,0.6%,45.44,4,1.5%,4.6%
