,电影,票房占比,综合票房,场均人次,排片占比,上座率
1572,失孤,0.1%,17.33,8,0.4%,21.6%
1573,无敌小飞猪,<0.1%,13.46,4,0.8%,12.7%
1574,乡村里的中国,<0.1%,9.34,76,<0.1%,68.3%
1575,一万年以后,<0.1%,8.24,6,0.2%,13.8%
1576,狼图腾,<0.1%,7.74,13,<0.1%,29.6%
1577,爸爸的假期,<0.1%,5.53,42,<0.1%,32.2%
1578,封门诡影,<0.1%,4.84,3,0.4%,20.7%
1579,可爱的你,<0.1%,4.10,14,<0.1%,29.5%
1580,菜鸟,<0.1%,1.56,2,0.1%,12.5%
1581,澳门风云2,<0.1%,1.50,8,<0.1%,20.3%
1582,速度与激情7,90.4%,34635.10,104,62.4%,96.9%
1583,战狼,4.6%,1770.53,30,12.6%,47.4%
1584,咱们结婚吧,1.9%,734.72,20,8.0%,36.6%
1585,王牌特工：特工学院,1.5%,599.02,28,4.5%,41.4%
1586,魔法总动员,0.7%,303.64,18,3.9%,32.7%
1587,特功明星,0.1%,64.65,7,2.5%,13.1%
1588,灰姑娘,0.1%,41.48,18,0.5%,34.5%
1589,兔侠之青黎传说,<0.1%,37.86,70,0.1%,100%
1590,暴疯语,<0.1%,24.61,5,1.1%,9.9%
1591,冲锋车,<0.1%,18.78,6,0.8%,10.4%
1592,无敌小飞猪,<0.1%,12.87,5,0.8%,16.9%
1593,三更车库,<0.1%,10.76,4,0.7%,9.9%
1594,白幽灵传奇之绝命逃亡,<0.1%,8.56,5,0.3%,16.2%
1595,封门诡影,<0.1%,3.95,3,0.3%,23.2%
1596,乡村里的中国,<0.1%,3.95,54,<0.1%,63.2%
1597,狼图腾,<0.1%,2.95,11,<0.1%,23.3%
1598,澳门风云2,<0.1%,2.49,67,<0.1%,100%
1599,失孤,<0.1%,2.31,5,0.1%,22.9%
1600,菜鸟,<0.1%,1.92,3,0.2%,16.9%
1601,通道转兵,<0.1%,1.80,57,<0.1%,--
1602,速度与激情7,92.2%,18725.98,60,63.5%,62.6%
1603,战狼,4.5%,922.60,15,14.2%,23.9%
1604,咱们结婚吧,1.4%,303.00,9,8.6%,15.0%
1605,王牌特工：特工学院,1.0%,220.85,10,5.3%,13.9%
1606,兔侠之青黎传说,0.2%,40.69,80,<0.1%,100%
1607,魔法总动员,<0.1%,10.50,3,1.3%,3.6%
1608,暴疯语,<0.1%,9.91,2,1.2%,3.8%
1609,冲锋车,<0.1%,9.01,3,1.0%,3.3%
1610,一万年以后,<0.1%,8.31,19,<0.1%,79.0%
1611,三更车库,<0.1%,8.07,3,0.7%,6.6%
1612,灰姑娘,<0.1%,5.79,6,0.2%,11.5%
1613,狼图腾,<0.1%,4.98,22,<0.1%,49.9%
1614,爸爸的假期,<0.1%,4.64,62,<0.1%,100%
1615,白幽灵传奇之绝命逃亡,<0.1%,3.35,2,0.4%,4.5%
1616,失孤,<0.1%,3.05,8,0.1%,26.1%
1617,特功明星,<0.1%,2.80,1,1.2%,1.2%
1618,我是女王,<0.1%,2.09,83,<0.1%,--
1619,摩尔庄园3：魔幻列车大冒险,<0.1%,1.90,424,<0.1%,--
1620,通道转兵,<0.1%,1.63,77,<0.1%,--
1621,陌路惊笑,<0.1%,1.26,360,<0.1%,98.9%
1622,封门诡影,<0.1%,1.24,2,0.2%,8.1%
1623,菜鸟,<0.1%,1.10,2,0.3%,11.5%
1624,洛克王国3圣龙的守护,<0.1%,1.08,181,<0.1%,100%
1625,速度与激情7,92.1%,16741.88,53,65.8%,56.6%
1626,战狼,4.6%,852.56,15,13.9%,26.0%
1627,咱们结婚吧,1.5%,273.60,9,8.1%,17.1%
1628,王牌特工：特工学院,1.1%,207.33,11,4.9%,15.8%
1629,兔侠之青黎传说,0.2%,39.36,78,<0.1%,100%
1630,魔法总动员,<0.1%,11.12,3,1.1%,4.7%
1631,暴疯语,<0.1%,9.80,3,1.1%,4.9%
1632,冲锋车,<0.1%,8.56,3,0.9%,4.2%
1633,三更车库,<0.1%,6.89,3,0.7%,7.3%
1634,我是女王,<0.1%,5.43,90,<0.1%,100%
1635,失孤,<0.1%,3.09,7,0.1%,25.8%
1636,白幽灵传奇之绝命逃亡,<0.1%,2.88,2,0.3%,6.2%
1637,狼图腾,<0.1%,2.83,10,<0.1%,20.0%
1638,特功明星,<0.1%,2.23,1,0.9%,1.5%
1639,菜鸟,<0.1%,1.69,1,0.4%,8.6%
1640,通道转兵,<0.1%,1.27,64,<0.1%,--
1641,封门诡影,<0.1%,1.12,2,0.2%,9.5%
1642,速度与激情7,89.3%,13840.94,44,64.2%,47.1%
1643,战狼,4.8%,749.82,14,12.9%,24.7%
1644,我是女王,1.7%,264.89,10,7.1%,15.8%
1645,咱们结婚吧,1.1%,184.46,8,6.0%,15.6%
1646,万物生长,1.1%,179.50,118,0.2%,100%
1647,王牌特工：特工学院,1.1%,174.25,12,3.9%,17.4%
1648,兔侠之青黎传说,0.1%,26.72,80,<0.1%,100%
1649,西藏天空,<0.1%,10.00,479,<0.1%,--
1650,魔法总动员,<0.1%,6.98,3,0.8%,4.3%
1651,三更车库,<0.1%,6.81,4,0.5%,11.3%
1652,暴疯语,<0.1%,6.56,3,0.7%,5.7%
1653,狼图腾,<0.1%,5.46,28,<0.1%,56.0%
1654,冲锋车,<0.1%,4.92,3,0.5%,5.6%
1655,特功明星,<0.1%,3.77,2,0.7%,5.7%
1656,白幽灵传奇之绝命逃亡,<0.1%,2.48,2,0.2%,7.0%
1657,可爱的你,<0.1%,2.42,32,<0.1%,100%
1658,失孤,<0.1%,2.29,6,0.1%,20.3%
1659,洛克王国3圣龙的守护,<0.1%,1.88,377,<0.1%,100%
1660,封门诡影,<0.1%,1.62,3,0.2%,14.0%
1661,无敌小飞猪,<0.1%,1.50,2,0.3%,8.4%
1662,通道转兵,<0.1%,1.29,65,<0.1%,--
1663,菜鸟,<0.1%,1.26,1,0.4%,9.0%
1664,速度与激情7,87.6%,11568.15,37,61.5%,39.5%
1665,战狼,5.5%,730.39,14,12.1%,25.3%
1666,我是女王,3.3%,438.19,10,10.8%,18.4%
1667,王牌特工：特工学院,1.1%,156.97,13,3.0%,20.0%
1668,咱们结婚吧,1.1%,151.07,8,4.4%,16.8%
1669,枪过境,0.5%,66.29,5,4.2%,7.4%
1670,兔侠之青黎传说,0.2%,29.43,97,<0.1%,100%
1671,万物生长,0.1%,21.29,19,0.2%,100%
1672,魔法总动员,<0.1%,10.22,6,0.5%,10.2%
1673,三更车库,<0.1%,4.10,4,0.3%,11.4%
1674,狼图腾,<0.1%,4.03,26,<0.1%,54.8%
1675,暴疯语,<0.1%,3.18,3,0.3%,5.4%
1676,冲锋车,<0.1%,3.04,3,0.2%,6.8%
1677,贵族大盗,<0.1%,2.45,9,<0.1%,100%
1678,失孤,<0.1%,2.11,8,<0.1%,30.6%
1679,白幽灵传奇之绝命逃亡,<0.1%,1.63,2,0.1%,6.6%
1680,特功明星,<0.1%,1.56,2,0.4%,4.5%
1681,通道转兵,<0.1%,1.32,64,<0.1%,--
1682,洛克王国3圣龙的守护,<0.1%,1.00,334,<0.1%,--
1683,速度与激情7,80.9%,14488.52,52,53.2%,52.9%
1684,万物生长,12.0%,2149.30,24,19.6%,34.8%
1685,战狼,2.5%,458.15,17,6.0%,33.9%
1686,贵族大盗,2.0%,360.78,11,8.4%,18.3%
1687,我是女王,0.8%,145.49,7,4.6%,15.6%
1688,枪过境,0.3%,62.41,17,1.1%,25.8%
1689,王牌特工：特工学院,0.3%,60.20,20,0.6%,38.1%
1690,兔侠之青黎传说,0.2%,48.58,93,<0.1%,100%
1691,咱们结婚吧,0.2%,37.41,8,1.0%,26.2%
1692,十万伙急,0.1%,21.70,3,1.8%,6.2%
1693,魔法总动员,0.1%,18.79,9,0.5%,21.6%
1694,陌路惊笑,<0.1%,17.55,4,1.2%,10.4%
1695,点对点,<0.1%,3.54,8,<0.1%,11.3%
1696,狼图腾,<0.1%,3.02,19,<0.1%,30.9%
1697,特功明星,<0.1%,2.45,2,0.3%,10.3%
1698,天河,<0.1%,2.26,91,<0.1%,100%
1699,通道转兵,<0.1%,2.17,107,<0.1%,--
1700,失孤,<0.1%,1.68,19,<0.1%,100%
1701,无敌小飞猪,<0.1%,1.24,3,0.1%,11.5%
1702,爸爸的假期,<0.1%,1.04,116,<0.1%,82.5%
1703,心曲,<0.1%,1.01,254,<0.1%,80.2%
1704,速度与激情7,83.2%,22847.10,76,54.8%,77.8%
1705,万物生长,9.3%,2572.41,29,19.1%,41.9%
1706,战狼,2.9%,815.87,28,6.3%,57.0%
1707,贵族大盗,1.8%,511.82,17,6.8%,32.4%
1708,魔法总动员,0.7%,208.28,18,2.6%,37.3%
1709,我是女王,0.6%,171.14,10,3.7%,23.8%
1710,王牌特工：特工学院,0.4%,113.02,39,0.5%,71.2%
1711,咱们结婚吧,0.2%,60.51,15,0.8%,53.1%
1712,兔侠之青黎传说,0.1%,28.79,83,<0.1%,100%
1713,十万伙急,<0.1%,26.77,5,1.4%,11.5%
1714,特功明星,<0.1%,25.18,6,1.0%,23.9%
1715,陌路惊笑,<0.1%,21.76,6,1.0%,14.8%
1716,无敌小飞猪,<0.1%,8.87,6,0.4%,29.1%
1717,狼图腾,<0.1%,4.22,27,<0.1%,64.8%
1718,枪过境,<0.1%,3.82,7,0.1%,19.1%
1719,通道转兵,<0.1%,1.65,67,<0.1%,--
1720,暴疯语,<0.1%,1.56,5,<0.1%,31.3%
1721,失孤,<0.1%,1.45,23,<0.1%,100%
1722,点对点,<0.1%,1.45,5,<0.1%,5.8%
1723,三更车库,<0.1%,1.30,5,<0.1%,17.9%
1724,冲锋车,<0.1%,1.29,6,<0.1%,29.9%
1725,速度与激情7,80.7%,18716.41,62,54.8%,63.8%
1726,万物生长,10.1%,2355.25,27,18.7%,40.2%
1727,战狼,4.0%,939.38,29,7.1%,56.4%
1728,贵族大盗,1.8%,439.82,16,6.4%,29.4%
1729,魔法总动员,1.1%,258.42,21,2.8%,43.8%
1730,我是女王,0.6%,155.29,10,3.6%,23.4%
1731,王牌特工：特工学院,0.5%,124.42,38,0.6%,63.7%
1732,咱们结婚吧,0.2%,54.73,13,0.9%,46.1%
1733,兔侠之青黎传说,0.1%,27.02,81,<0.1%,100%
1734,特功明星,0.1%,24.14,6,1.0%,25.2%
1735,十万伙急,<0.1%,19.86,4,1.3%,9.2%
1736,陌路惊笑,<0.1%,16.17,5,0.9%,11.8%
1737,无敌小飞猪,<0.1%,9.42,6,0.4%,34.0%
1738,狼图腾,<0.1%,4.83,33,<0.1%,82.4%
1739,通道转兵,<0.1%,2.74,102,<0.1%,--
1740,可爱的你,<0.1%,2.41,46,<0.1%,100%
1741,乡村里的中国,<0.1%,1.49,40,<0.1%,44.1%
1742,暴疯语,<0.1%,1.48,5,<0.1%,22.0%
1743,冲锋车,<0.1%,1.39,6,<0.1%,44.3%
1744,枪过境,<0.1%,1.27,3,0.1%,17.3%
1745,点对点,<0.1%,1.06,4,<0.1%,4.5%
1746,三更车库,<0.1%,1.06,4,<0.1%,14.1%
1747,速度与激情7,75.9%,7048.49,27,52.8%,26.8%
1748,万物生长,13.2%,1230.61,15,19.8%,21.1%
1749,战狼,5.8%,538.10,15,8.6%,27.1%
1750,贵族大盗,2.2%,208.61,7,7.6%,12.1%
1751,我是女王,0.9%,88.61,5,4.2%,11.8%
1752,王牌特工：特工学院,0.6%,62.43,17,0.8%,26.2%
1753,咱们结婚吧,0.3%,29.51,7,1.0%,20.5%
1754,兔侠之青黎传说,0.1%,17.30,93,<0.1%,100%
1755,陌路惊笑,0.1%,14.08,4,1.1%,9.1%
1756,魔法总动员,0.1%,13.65,6,0.6%,11.1%
1757,十万伙急,<0.1%,7.54,2,1.5%,4.0%
1758,狼图腾,<0.1%,4.78,31,<0.1%,78.2%
1759,三更车库,<0.1%,2.29,6,<0.1%,20.2%
1760,可爱的你,<0.1%,1.24,42,<0.1%,90.2%
1761,通道转兵,<0.1%,1.23,54,<0.1%,--
1762,速度与激情7,74.6%,6431.81,25,51.8%,25.5%
1763,万物生长,13.4%,1162.72,14,19.8%,20.9%
1764,战狼,6.6%,570.16,14,9.5%,25.8%
1765,贵族大盗,2.4%,212.35,7,7.6%,12.8%
1766,我是女王,1.0%,87.77,5,4.3%,12.0%
1767,王牌特工：特工学院,0.7%,67.13,16,0.9%,25.1%
1768,咱们结婚吧,0.3%,31.22,7,1.1%,19.3%
1769,陌路惊笑,0.1%,13.18,4,1.1%,9.0%
1770,兔侠之青黎传说,0.1%,11.03,94,<0.1%,--
1771,魔法总动员,0.1%,10.57,5,0.5%,9.9%
1772,十万伙急,<0.1%,8.37,2,1.5%,4.6%
1773,狼图腾,<0.1%,2.01,9,<0.1%,23.3%
1774,三更车库,<0.1%,1.36,4,<0.1%,11.1%
1775,可爱的你,<0.1%,1.36,91,<0.1%,98.6%
1776,通道转兵,<0.1%,1.26,56,<0.1%,--
1777,冲锋车,<0.1%,1.13,4,<0.1%,12.2%
1778,速度与激情7,72.0%,5304.51,21,50.8%,21.2%
1779,万物生长,14.1%,1042.77,13,19.9%,18.3%
1780,战狼,7.5%,557.26,13,10.2%,22.0%
1781,贵族大盗,2.6%,194.44,7,7.4%,11.7%
1782,我是女王,1.1%,82.29,5,4.3%,11.1%
1783,王牌特工：特工学院,0.9%,69.22,14,1.1%,21.1%
1784,咱们结婚吧,0.4%,30.95,6,1.2%,17.8%
1785,兔侠之青黎传说,0.3%,24.54,110,<0.1%,100%
1786,赤道,0.2%,18.35,126,<0.1%,--
1787,陌路惊笑,0.1%,12.69,4,1.1%,8.1%
1788,十万伙急,<0.1%,6.71,2,1.4%,4.0%
1789,魔法总动员,<0.1%,4.64,3,0.5%,4.9%
1790,天将雄师,<0.1%,2.41,90,<0.1%,100%
1791,狼图腾,<0.1%,1.41,6,<0.1%,13.9%
1792,可爱的你,<0.1%,1.37,230,<0.1%,99.5%
1793,三更车库,<0.1%,1.32,4,0.1%,9.8%
1794,左耳,<0.1%,1.28,161,<0.1%,--
1795,通道转兵,<0.1%,1.23,55,<0.1%,--
1796,冲锋车,<0.1%,1.14,4,<0.1%,11.8%
1797,一万年以后,<0.1%,1.10,6,<0.1%,52.6%
1798,速度与激情7,67.5%,4522.91,18,49.8%,18.3%
1799,万物生长,17.0%,1143.17,13,19.9%,19.6%
1800,战狼,7.8%,526.34,12,10.6%,20.0%
1801,贵族大盗,2.6%,178.56,6,7.4%,10.8%
1802,我是女王,1.1%,76.59,5,4.2%,10.3%
1803,左耳,1.1%,74.16,39,0.4%,100%
1804,王牌特工：特工学院,1.0%,72.30,14,1.1%,20.6%
1805,咱们结婚吧,0.4%,31.19,6,1.2%,16.8%
1806,兔侠之青黎传说,0.2%,16.20,106,<0.1%,100%
1807,陌路惊笑,0.1%,11.79,3,1.1%,7.5%
1808,破坏者,0.1%,8.08,15,0.1%,100%
1809,十万伙急,<0.1%,5.45,2,1.4%,3.5%
1810,魔法总动员,<0.1%,4.94,3,0.5%,5.5%
1811,狼图腾,<0.1%,2.78,14,<0.1%,41.5%
1812,疯狂外星人,<0.1%,1.81,7,<0.1%,48.2%
1813,一万年以后,<0.1%,1.62,10,<0.1%,86.2%
1814,通道转兵,<0.1%,1.44,61,<0.1%,--
1815,三更车库,<0.1%,1.39,3,0.1%,9.1%
1816,天河,<0.1%,1.27,49,<0.1%,94.3%
1817,可爱的你,<0.1%,1.18,108,<0.1%,93.0%
1818,速度与激情7,42.8%,5965.20,33,33.8%,32.5%
1819,左耳,39.6%,5524.03,47,25.8%,58.9%
1820,疯狂外星人,6.0%,838.99,15,12.2%,17.2%
1821,万物生长,4.6%,647.62,17,8.2%,29.2%
1822,破坏者,4.1%,576.70,12,11.6%,20.2%
1823,战狼,1.7%,243.87,14,3.8%,27.9%
1824,王牌特工：特工学院,0.2%,31.38,23,0.2%,37.8%
1825,贵族大盗,0.1%,26.79,7,0.8%,16.8%
1826,赤道,0.1%,17.22,152,<0.1%,97.6%
1827,兔侠之青黎传说,<0.1%,10.30,86,<0.1%,--
1828,咱们结婚吧,<0.1%,6.91,6,0.2%,21.9%
1829,我是女王,<0.1%,5.18,3,0.4%,11.0%
1830,陌路惊笑,<0.1%,4.62,3,0.4%,10.6%
1831,天河,<0.1%,3.51,84,<0.1%,100%
1832,十万伙急,<0.1%,3.25,2,0.7%,9.9%
1833,狼图腾,<0.1%,3.06,17,<0.1%,49.9%
1834,冲锋车,<0.1%,3.01,20,<0.1%,43.2%
1835,魔法总动员,<0.1%,2.39,9,<0.1%,25.4%
1836,一万年以后,<0.1%,1.99,16,<0.1%,100%
1837,白幽灵传奇之绝命逃亡,<0.1%,1.67,12,<0.1%,100%
1838,通道转兵,<0.1%,1.35,68,<0.1%,--
1839,黄克功案件,<0.1%,1.12,112,<0.1%,99.1%
1840,速度与激情7,43.6%,9275.98,52,31.7%,51.5%
1841,左耳,37.5%,7979.14,54,30.3%,66.8%
1842,疯狂外星人,10.5%,2234.63,29,15.1%,39.8%
1843,万物生长,3.2%,684.47,20,7.0%,36.0%
1844,破坏者,2.7%,581.48,16,8.6%,29.8%
1845,战狼,1.5%,335.42,21,3.2%,44.7%
1846,王牌特工：特工学院,0.2%,57.72,39,0.2%,65.9%
1847,贵族大盗,0.1%,36.45,13,0.5%,35.8%
1848,兔侠之青黎传说,<0.1%,13.58,116,<0.1%,--
1849,咱们结婚吧,<0.1%,8.69,9,0.1%,44.8%
1850,魔法总动员,<0.1%,7.77,8,0.2%,31.6%
1851,陌路惊笑,<0.1%,6.35,4,0.4%,13.9%
1852,十万伙急,<0.1%,5.57,3,0.6%,19.8%
1853,我是女王,<0.1%,4.90,4,0.2%,20.0%
1854,狼图腾,<0.1%,3.11,16,<0.1%,31.4%
1855,通道转兵,<0.1%,2.70,121,<0.1%,--
1856,乡村里的中国,<0.1%,2.25,70,<0.1%,56.9%
1857,无敌小飞猪,<0.1%,2.19,3,0.2%,23.6%
1858,少年毛泽东,<0.1%,2.16,146,<0.1%,100%
1859,特功明星,<0.1%,2.04,2,0.2%,13.6%
1860,天河,<0.1%,1.14,66,<0.1%,100%
1861,一万年以后,<0.1%,1.02,13,<0.1%,100%
1862,速度与激情7,39.1%,7001.10,42,29.8%,42.4%
1863,左耳,34.8%,6226.64,42,30.3%,51.4%
1864,疯狂外星人,10.9%,1964.49,28,14.1%,38.2%
1865,何以笙箫默,7.4%,1325.59,55,5.2%,74.8%
1866,万物生长,2.7%,489.79,16,6.2%,30.2%
1867,破坏者,2.2%,405.82,13,7.2%,24.2%
1868,战狼,1.7%,311.57,20,3.3%,40.3%
1869,王牌特工：特工学院,0.3%,55.80,37,0.2%,59.3%
1870,贵族大盗,0.1%,28.28,11,0.5%,31.3%
1871,兔侠之青黎传说,<0.1%,14.20,114,<0.1%,100%
1872,咱们结婚吧,<0.1%,8.83,8,0.2%,38.9%
1873,魔法总动员,<0.1%,7.87,9,0.2%,33.1%
1874,陌路惊笑,<0.1%,4.96,4,0.4%,11.4%
1875,我是女王,<0.1%,4.62,4,0.2%,19.3%
1876,十万伙急,<0.1%,3.95,2,0.6%,14.8%
1877,通道转兵,<0.1%,3.17,123,<0.1%,--
1878,天将雄师,<0.1%,2.40,88,<0.1%,100%
1879,无敌小飞猪,<0.1%,2.16,3,0.2%,24.2%
1880,乡村里的中国,<0.1%,2.14,78,<0.1%,59.1%
1881,特功明星,<0.1%,1.91,2,0.2%,14.0%
1882,狼图腾,<0.1%,1.67,10,<0.1%,26.5%
1883,左耳,45.3%,3152.64,22,32.2%,25.8%
1884,速度与激情7,38.1%,2655.62,17,31.9%,16.9%
1885,疯狂外星人,4.7%,332.91,7,10.3%,8.9%
1886,万物生长,4.1%,286.86,9,7.8%,15.7%
1887,破坏者,3.6%,252.99,7,9.1%,13.3%
1888,战狼,2.8%,199.07,10,4.5%,20.5%
1889,王牌特工：特工学院,0.2%,18.21,17,0.2%,26.0%
1890,贵族大盗,0.2%,15.45,5,0.7%,12.4%
1891,兔侠之青黎传说,0.1%,11.58,115,<0.1%,100%
1892,咱们结婚吧,<0.1%,4.66,4,0.2%,13.9%
1893,我是女王,<0.1%,4.52,3,0.4%,11.5%
1894,陌路惊笑,<0.1%,3.88,3,0.5%,7.7%
1895,闯入者,<0.1%,3.49,104,<0.1%,--
1896,十万伙急,<0.1%,2.71,1,0.8%,7.9%
1897,摩尔庄园3：魔幻列车大冒险,<0.1%,1.52,170,<0.1%,100%
1898,狼图腾,<0.1%,1.44,8,<0.1%,24.4%
1899,通道转兵,<0.1%,1.26,63,<0.1%,--
1900,左耳,42.3%,2821.13,20,32.7%,23.2%
1901,速度与激情7,39.3%,2618.45,17,31.7%,17.2%
1902,疯狂外星人,5.7%,383.03,9,9.8%,10.9%
1903,万物生长,4.4%,293.55,9,7.9%,16.3%
1904,破坏者,3.6%,241.62,7,8.9%,13.6%
1905,战狼,3.1%,207.59,10,4.9%,19.6%
1906,爸爸的假期,0.3%,21.45,165,<0.1%,--
1907,贵族大盗,0.2%,19.38,6,0.7%,14.5%
1908,兔侠之青黎传说,0.1%,11.11,113,<0.1%,100%
1909,西藏天空,0.1%,8.10,41,<0.1%,100%
1910,咱们结婚吧,<0.1%,6.53,5,0.3%,15.9%
1911,陌路惊笑,<0.1%,4.38,3,0.5%,8.2%
1912,我是女王,<0.1%,4.18,3,0.4%,9.3%
1913,摩尔庄园3：魔幻列车大冒险,<0.1%,3.39,144,<0.1%,100%
1914,十万伙急,<0.1%,2.89,1,0.8%,8.9%
1915,狼图腾,<0.1%,1.90,10,<0.1%,20.6%
1916,通道转兵,<0.1%,1.29,63,<0.1%,--
1917,何以笙箫默,<0.1%,1.10,35,<0.1%,73.9%
1918,暴疯语,<0.1%,1.01,5,<0.1%,34.1%
1919,左耳,39.7%,2502.85,18,32.1%,20.2%
1920,速度与激情7,38.2%,2404.06,16,30.8%,16.1%
1921,疯狂外星人,5.5%,347.60,9,9.1%,10.7%
1922,万物生长,4.1%,262.89,8,7.3%,15.3%
1923,战狼,3.3%,207.61,10,4.9%,19.9%
1924,破坏者,3.1%,199.14,7,7.9%,12.1%
1925,爱我就陪我看电影,2.4%,153.23,11,3.4%,19.3%
1926,赤道,1.0%,63.67,28,0.4%,100%
1927,爸爸的假期,0.8%,53.69,130,<0.1%,100%
1928,何以笙箫默,0.6%,39.50,27,0.3%,100%
1929,贵族大盗,0.2%,16.36,6,0.6%,13.6%
1930,兔侠之青黎传说,0.1%,9.17,101,<0.1%,100%
1931,咱们结婚吧,<0.1%,5.14,4,0.2%,12.9%
1932,陌路惊笑,<0.1%,3.48,3,0.4%,7.7%
1933,我是女王,<0.1%,3.36,3,0.3%,8.2%
1934,狼图腾,<0.1%,2.55,17,<0.1%,40.7%
1935,摩尔庄园3：魔幻列车大冒险,<0.1%,1.64,138,<0.1%,100%
1936,十万伙急,<0.1%,1.61,1,0.6%,6.7%
1937,魔法总动员,<0.1%,1.28,9,<0.1%,98.3%
1938,通道转兵,<0.1%,1.27,64,<0.1%,--
1939,天将雄师,<0.1%,1.07,179,<0.1%,--
1940,冲锋车,<0.1%,1.03,9,<0.1%,30.7%
1941,何以笙箫默,34.9%,5006.07,35,30.8%,37.3%
1942,速度与激情7,21.8%,3129.71,38,14.6%,43.5%
1943,赤道,21.6%,3102.98,27,20.7%,29.0%
1944,左耳,15.0%,2153.99,30,15.0%,44.0%
1945,疯狂外星人,3.0%,443.04,20,4.4%,30.0%
1946,爱我就陪我看电影,1.1%,162.49,7,5.3%,14.6%
1947,念念,0.5%,79.88,6,3.3%,10.0%
1948,战狼,0.3%,57.27,13,0.9%,30.2%
1949,闯入者,0.3%,45.06,6,1.6%,9.3%
1950,爸爸的假期,0.3%,43.27,106,<0.1%,100%
1951,万物生长,0.2%,34.25,11,0.6%,33.0%
1952,破坏者,0.1%,18.19,8,0.5%,21.1%
1953,兔侠之青黎传说,<0.1%,10.19,130,<0.1%,100%
1954,少年毛泽东,<0.1%,5.07,3,0.7%,6.1%
1955,咱们结婚吧,<0.1%,4.25,10,<0.1%,100%
1956,魔法总动员,<0.1%,3.19,24,<0.1%,85.7%
1957,贵族大盗,<0.1%,2.94,8,<0.1%,44.1%
1958,麦兜我和我妈妈,<0.1%,2.73,517,<0.1%,100%
1959,冲锋车,<0.1%,2.61,41,<0.1%,69.1%
1960,通道转兵,<0.1%,1.64,77,<0.1%,--
1961,陌路惊笑,<0.1%,1.50,4,0.1%,16.9%
1962,十万伙急,<0.1%,1.46,2,0.2%,15.7%
1963,狼图腾,<0.1%,1.09,9,<0.1%,15.5%
1964,何以笙箫默,30.8%,8158.88,53,30.7%,56.7%
1965,速度与激情7,26.5%,7033.92,75,15.5%,83.9%
1966,赤道,15.9%,4213.46,39,17.7%,43.0%
1967,左耳,15.2%,4042.51,49,15.5%,76.0%
1968,疯狂外星人,8.8%,2338.33,48,9.1%,70.2%
1969,爱我就陪我看电影,0.7%,209.77,12,3.7%,26.2%
1970,战狼,0.5%,151.26,30,0.9%,59.3%
1971,念念,0.3%,99.92,10,2.0%,19.0%
1972,闯入者,0.3%,92.54,18,0.9%,30.4%
1973,万物生长,0.1%,51.79,19,0.5%,54.1%
1974,破坏者,0.1%,30.01,15,0.4%,33.7%
1975,少年毛泽东,<0.1%,14.12,4,1.0%,9.9%
1976,兔侠之青黎传说,<0.1%,10.33,96,<0.1%,100%
1977,女神跟我走,<0.1%,7.81,4,0.5%,6.4%
1978,魔法总动员,<0.1%,7.55,12,0.1%,95.1%
1979,贵族大盗,<0.1%,3.88,15,<0.1%,58.3%
1980,通道转兵,<0.1%,2.91,141,<0.1%,--
1981,狼图腾,<0.1%,2.85,27,<0.1%,86.4%
1982,陌路惊笑,<0.1%,2.76,6,0.1%,31.7%
1983,十万伙急,<0.1%,2.58,4,0.1%,31.7%
1984,无敌小飞猪,<0.1%,1.75,4,0.1%,36.5%
1985,咱们结婚吧,<0.1%,1.51,8,<0.1%,78.3%
1986,特功明星,<0.1%,1.47,4,0.1%,50.4%
1987,速度与激情7,29.8%,6710.80,63,17.6%,66.8%
1988,何以笙箫默,25.2%,5664.54,37,30.2%,41.2%
1989,左耳,15.8%,3561.96,40,17.0%,59.8%
1990,赤道,14.7%,3311.91,36,15.0%,44.7%
1991,疯狂外星人,11.0%,2478.09,46,9.9%,65.5%
1992,战狼,0.7%,177.14,28,1.2%,51.7%
1993,念念,0.7%,174.20,17,1.5%,32.7%
1994,闯入者,0.5%,125.93,19,1.1%,35.2%
1995,爱我就陪我看电影,0.4%,110.20,8,2.8%,19.5%
1996,万物生长,0.2%,50.53,17,0.5%,50.7%
1997,破坏者,0.1%,25.38,11,0.4%,26.5%
1998,兔侠之青黎传说,<0.1%,10.25,107,<0.1%,100%
1999,少年毛泽东,<0.1%,9.63,4,0.7%,10.1%
2000,魔法总动员,<0.1%,8.31,12,0.1%,71.8%
2001,贵族大盗,<0.1%,3.90,15,<0.1%,50.6%
2002,女神跟我走,<0.1%,3.69,3,0.3%,4.7%
2003,陌路惊笑,<0.1%,2.87,6,0.1%,28.7%
2004,通道转兵,<0.1%,2.57,124,<0.1%,--
2005,狼图腾,<0.1%,2.34,22,<0.1%,92.6%
2006,十万伙急,<0.1%,2.17,3,0.1%,26.9%
2007,无敌小飞猪,<0.1%,1.97,4,0.1%,33.9%
2008,特功明星,<0.1%,1.72,4,0.1%,53.9%
2009,咱们结婚吧,<0.1%,1.23,9,<0.1%,59.3%
2010,小战象2,<0.1%,1.00,168,<0.1%,--
2011,速度与激情7,27.3%,3974.99,37,18.3%,37.2%
2012,何以笙箫默,23.9%,3490.18,24,29.2%,27.1%
2013,赤道,15.6%,2273.24,26,14.6%,33.1%
2014,左耳,15.2%,2216.77,25,17.1%,36.8%
